Word,Meaning
allay,"v.减轻,缓解"
allegory,"n.寓言"
amble,"v.缓行,漫步"
amiable,"adj.和蔼可亲的,令人愉悦的"
amicable,"adj.友好的"
amiss,"adj.有错误的"
analgesia,"n.痛觉缺失"
anatomize,"v.解剖,详细分析"
anchor,"v.固定"
anesthetic,"adj.麻醉的,麻木的"
animus,"n.憎恶,仇视"
annex,"v.获得,吞并"
annul,"v.废除,取消"
ante,"n.赌注"
antecedent,"n.祖先 adj.从前的"
antedate,"v.先于"
antediluvian,"adj.陈旧的"
antiquarian,"n.古文物研究者 adj.古文物的,古董的"
ape,"n.猿 v.模仿"
aphorism,"n.格言,警句"
aplomb,"n.镇定,沉着"
apoplectic,"adj.勃然大怒的"
apposite,"adj.合适的,贴切的"
apprehend,"v.理解,逮捕,担心,忧虑"
apprise,"v.通知,告知"
aquifer,"n.蓄水层"
ardent,"adj.热烈的"
armory,"n.军械库,兵工厂"
aroma,"n.芳香"
ascendant,"adj.占主导地位的,上升的"
aseptic,"adj.无菌的"
askew,"adj.歪斜的"
aspirant,"n.有抱负的人,有野心的人"
asunder,"adv.成碎片地,四分五裂地"
atomize,"v.使分裂成原子,使粉碎"
atrocious,"adj.残暴的"
atrophy,"n.萎缩,衰退"
august,"adj.威严的"
aurora,"n.极光"
autocracy,"n.独裁统治,独裁政府"
backhanded,"adj.间接的,不真诚的"
backlash,"n.强烈反对"
backslide,"v.堕落,倒退"
bait,"v.引诱,激怒,折磨"
bale,"n.痛苦,悲哀"
banter,"v.打趣,开玩笑"
barricade,"v.阻碍,阻塞"
bash,"v.痛击,抨击"
beguile,"v.欺骗,使着迷"
beholden,"adj.受...恩惠的,欠...人情的"
belabor,"v.痛打,责骂,抨击,唠叨"
belittle,"v.贬低,轻视"
bellicose,"adj.好斗的,好争吵的"
benefactor,"n.恩人,赞助人,捐助者"
benighted,"adj.愚昧无知的"
beseech,"v.恳求"
besmirch,"v.玷污,污蔑"
betoken,"v.预示"
bifurcate,"v.分叉"
blackmail,"n.敲诈,胁迫 v.敲诈,胁迫"
blandish,"v.奉承,哄骗"
blatant,"adj.公然的,明目张胆的"
bleach,"v.使褪色,漂白"
blemish,"v.玷污 n.瑕疵"
blithe,"adj.快乐的,无忧无虑的,漫不经心的,欠考虑的,轻率的"
blob,"n.斑点"
blubber,"n.鲸脂肪,海洋动物脂肪"
bluster,"v.咆哮,威吓"
boggle,"v.使吃惊,使困惑,使难以理解,迟疑"
bogus,"adj.假的"
boisterous,"adj.喧闹的,活跃的,猛烈的,狂暴的"
bombard,"v.连珠炮般地质问或批评,大肆抨击"
bombast,"n.浮夸"
bonhomie,"n.和蔼"
boorish,"adj.粗鲁的"
bountiful,"adj.大量的"
braggart,"n.吹牛者"
brainchild,"n.主意,发明,创作成果"
brassy,"adj.厚颜无耻的"
bravado,"n.故作勇敢的,虚张声势"
brazen,"adj.厚颜无耻的,肆无忌惮的"
brink,"n.边缘"
bromide,"n.陈词滥调"
browbeat,"v.威逼,吓唬"
brusque,"adj.唐突的,无礼的"
buck,"v.抵制,反对"
bulge,"v.充满,鼓起,膨胀"
bumble,"v.笨手笨脚,跌跌撞撞"
bumptious,"adj.狂妄的,自以为是的"
bungle,"v.笨手笨脚地做,搞砸"
buoy,"n.浮标 v.鼓舞,鼓励,支持,提升"
buoyant,"adj.心情愉快的,繁荣的"
burglar,"n.盗贼"
burnish,"v.磨光,擦亮,改善(形象)"
bustle,"v.匆忙,忙碌 n.忙碌"
byline,"n.署名行"
cadge,"v.乞讨"
cagey,"adj.精明的,小心谨慎的"
cajole,"v.哄骗,劝诱"
calamity,"n.灾难"
calibrate,"v.校准,调整,使标准化,精确测量"
calligraphy,"n.书法"
callous,"adj.冷漠无情的"
canard,"n.谣传"
cane,"n.茎,杖"
cannibalize,"v.夺走,冲击(销量),拆用配件"
cantankerous,"adj.脾气差的,难相处的"
cantor,"n.领唱者"
careworn,"adj.焦虑的,疲惫憔悴的"
carnal,"adj.肉体的,肉欲的,尘世的,俗世的"
cast-iron,"adj.坚固的,顽强的,无懈可击的"
cataclysm,"n.灾难"
caterwaul,"v.尖叫,发出刺耳的叫声"
cathartic,"adj.宣泄的,发泄的"
cation,"n.阳离子"
cautionary,"adj.警世的,告诫的"
cavern,"n.大洞穴"
cavil,"v.吹毛求疵,挑剔"
celerity,"n.迅速,敏捷"
cement,"v.巩固,黏合"
cessation,"n.停止,终止"
chaff,"v.打趣,开玩笑"
chameleon,"n.变色龙"
chary,"adj.谨慎的"
chauvinism,"n.沙文主的,盲目爱国,本国至上"
cherubic,"adj.天真可爱的"
chide,"v.斥责"
choleric,"adj.易怒的,暴躁的"
chromatic,"adj.色彩的"
circumlocution,"n.委婉的表达,迂回的说法"
clairvoyant,"adj.有洞察力的"
clangorous,"adj.响亮的"
claustrophobia,"n.幽闭恐惧症"
clearheaded,"adj.头脑清晰的,清醒的"
clement,"adj.温和的,(对受惩罚的人)仁慈的,宽恕的"
climax,"n.巅峰,高潮"
cline,"n.渐变群"
clique,"n.小集团,小圈子"
clog,"v.堵塞,阻碍"
clout,"n.影响力,权力 v.重击"
coagulate,"v.凝固"
coddle,"v.溺爱"
coerce,"v.迫使,胁迫"
collegiality,"n.集体掌权"
collude,"v.共谋,勾结,串通"
colossal,"adj.巨大的"
colt,"n.无经验的人,新手"
coltish,"adj.无拘无束的"
comely,"adj.美丽的"
commence,"v.开始,着手"
commingle,"v.混合"
commiserate,"v.同情"
complaisance,"n.彬彬有礼,讨好,奉承"
compliant,"adj.服从的,符合的"
composed,"adj.镇静的,沉着的"
concatenate,"v.把...联系起来,连接"
conciliate,"v.平息,调解,抚慰"
concomitant,"adj.伴随的"
condescending,"adj.盛气凌人的,居高临下的"
condole,"v.哀悼"
confiscate,"v.没收"
congest,"v.拥挤"
connive,"v.共谋"
console,"v.安慰"
consonant,"adj.一致的,和谐的"
consort,"v.结交"
constellation,"n.星座,星群"
contemptible,"adj.可鄙的"
contour,"n.轮廓"
contravene,"v.违法,违背,触犯"
contrite,"adj.懊悔的"
contrive,"v.谋划,策划"
controvertible,"adj.可争论的"
contumacious,"adj.反抗的,顽固的"
convene,"v.聚集,召集"
convex,"adj.凸的"
convivial,"adj.欢乐的"
convoke,"v.召集...开会"
cornucopia,"n.丰富"
coronation,"n.加冕礼"
coruscate,"v.发光,闪烁"
cosset,"v.溺爱"
coterie,"n.小圈子,小集团"
counterforce,"n.反作用力,反对势力"
countermand,"v.撤销(命令)"
countervail,"v.抵消,补偿,对抗"
covert,"adj.隐蔽的,暗中的"
cowardice,"n.怯懦"
cower,"v.畏缩"
cozen,"v.哄骗,诱骗"
crank,"n.古怪的人"
craven,"adj.怯懦的"
crescendo,"n.渐强,顶点"
crestfallen,"adj.垂头丧气的,伤心失望的"
croon,"v.柔情地唱或说,低声哼唱"
crumple,"v.弄皱,崩溃,瘫倒"
crustacean,"n.甲壳钢动物"
crux,"n.关键"
cunning,"adj.灵巧的,狡猾的"
cupidity,"n.贪婪,贪心"
curator,"n.馆长,管理者"
curt,"adj.简略的,简短直接的"
dally,"v.浪费时间"
daredevil,"adj.鲁莽大胆的"
deaden,"v.削弱,缓和,降低"
deadpan,"adj.面无表情的,一脸严肃的"
debonair,"adj.温文尔雅的,风流倜傥的,无忧无虑的"
decrepit,"adj.破旧的,衰老的,年久未修的"
defame,"v.诽谤"
default,"v.不履行,违约 n.默认,系统设定"
defile,"v.弄脏,玷污,亵渎"
deflate,"v.泄气,挫败"
dejected,"adj.沮丧的,泄气的"
delude,"v.欺骗"
demagogue,"n.煽动者,蛊惑民心的政客"
demonize,"v.妖魔化"
denude,"v.使赤裸,剥光覆盖物,剥夺"
denunciation,"n.公开谴责,斥责"
depreciate,"v.轻视,贬低,贬值"
derogate,"v.贬低"
desecrate,"v.亵渎,玷污"
desiccate,"v.使干燥,使耗尽精力"
desolate,"adj.荒无人烟的,荒凉的,悲伤的,凄凉的"
despicable,"adj.可鄙的,卑鄙的"
despondent,"adj.沮丧的,失望的"
desultory,"adj.漫无目的的,无计划的"
detract,"v.减损,贬低"
devious,"adj.曲折的,迂回的,狡诈的,欺诈的"
devout,"adj.虔诚的,真诚的"
diaphanous,"adj.轻薄透明的"
diehard,"adj.顽固的,死板的"
dietician,"n.营养学家"
diffident,"adj.不自信,犹豫不决的,羞怯的"
dilapidate,"v.毁坏,腐朽"
dilatory,"adj.拖拉的,延误的"
din,"v.嘈杂,喧闹 n.喧嚣声,嘈杂声"
dirge,"n.挽歌,哀乐"
disabuse,"v.使醒悟,使纠正错误观点"
disarray,"n.混乱"
disavow,"v.否认,拒绝(承担责任)"
discomfit,"v.使窘迫"
discompose,"v.使不安,使心烦意乱"
discretionary,"adj.自由决定的,便宜行事的"
disgorge,"v.喷吐出,排出"
disinclination,"n.不情愿,不喜欢,厌恶"
disingenuous,"adj.不坦诚的,虚伪的"
disinter,"v.挖出,重新显露"
disown,"v.声明与...脱离关系"
dispatch,"v.快速派遣,快速发出 n.迅速"
dissemble,"v.掩盖,掩饰"
dissident,"n.异议者,持不同意见者"
dissolute,"adj.放荡的,道德沦丧的"
distain,"v.伤害...的名誉,贬损"
distend,"v.膨胀"
distraught,"adj.心烦意乱的,心急如焚的"
diurnal,"adj.白天活动的,每天的"
diverting,"adj.有趣的,娱乐的"
divisible,"adj.可分的,可除尽的"
docile,"adj.温顺的,驯服的,听话的"
dodge,"v.躲避"
dogged,"adj.顽强的,坚持不懈的"
doldrums,"n.忧郁,消沉,萧条"
dolorous,"adj.悲伤的"
douse,"v.浇灭,熄灭"
dovish,"adj.鸽派的,温和的"
downpour,"v.倾盆大雨"
dreary,"adj.枯燥乏味的,令人沮丧的"
drench,"v.浸湿,使湿透"
droll,"adj.滑稽古怪的,离奇可笑的"
drudgery,"n.苦差事,繁重无聊的工作"
ductile,"adj.可塑的,易受影响的"
duel,"n.决斗,对抗"
duplicitous,"adj.奸诈的,骗人的,两面派的"
ebb,"v.衰退,减弱 n.退潮"
ebullient,"adj.热情洋溢的,精力充沛的"
ecstasy,"n.狂喜,陶醉"
ecumenical,"adj.世界范围的,普遍的"
eddy,"n.漩涡 v.起漩涡,旋转"
eerie,"adj.怪异的,可怕的"
effulgent,"adj.光辉灿烂的"
egoistic,"adj.自我主义的"
egregious,"adj.极坏的,极糟的"
elapse,"v.(时间)消逝"
elate,"v.使兴奋"
elegy,"n.挽歌,哀歌"
elongate,"v.变长,拉长"
emaciate,"v.使消瘦,使衰弱"
emanate,"v.散发,发出"
embezzle,"v.贪污,挪用"
embolden,"v.鼓励,使有胆量"
emendation,"n.修订,校正"
emergent,"adj.新兴的,处于发展初期的,紧急的"
emollient,"adj.润肤的,护肤的,安慰性的,使缓和的"
empathetic,"adj.感同身受的"
enamor,"v.使迷恋,使倾心"
encapsulate,"v.概述,概括"
encomium,"n.高度赞扬的话,颂辞"
encyclopedic,"adj.百科全书的,全面的"
endotherm,"n.恒温动物"
enfeeble,"使无力,使衰弱"
engrossing,"adj.引人入胜的"
ennoble,"v.使高贵,使崇高"
ennui,"n.倦怠,厌倦"
entreat,"v.恳求,乞求"
entrust,"v.委托"
enunciate,"v.清楚地发音,阐明,清楚地表明"
envy,"n.羡慕,忌妒 v.羡慕,忌妒"
equable,"adj.稳定的"
equanimity,"n.镇定,平静,冷静"
equitable,"adj.公正的"
eulogize,"v.称赞"
euphemism,"n.委婉语,委婉说法"
euphonious,"adj.悦耳的"
euphoria,"n.狂喜,极度兴奋的情绪"
evacuate,"v.撤离,转移"
everlasting,"adj.永久的,永恒的"
evict,"v.驱逐,赶出"
eviscerate,"v.除去精华"
excoriate,"v.指责,痛斥"
excursive,"adj.离题的,散漫的"
execrate,"v.憎恶"
exempt,"v.免除,豁免 adj.豁免的,免除的"
exhale,"v.呼出,呼气"
exhaustive,"adj.全面的,彻底的"
exhort,"v.规劝,敦促"
exiguous,"adj.缺乏的,稀少的"
expatriate,"v.移居国外,流放,放逐 adj.侨居的"
expiate,"v.赎罪"
exponent,"n.指数,典型,拥护者,鼓吹者,倡导者"
expostulate,"v.反驳,劝诫,告诫"
expound,"v.阐述"
expunge,"v.除去"
extricate,"v.使脱离"
extrovert,"n.性格外向者,活泼自信的人"
exude,"v.流露,显露"
exult,"v.兴高采烈,欢欣鼓舞"
fabulous,"adj.难以置信的,极好的"
factious,"adj.派系的"
fad,"n.短暂的狂热"
falsehood,"n.虚假,说谎"
fanatic,"adj.狂热的"
far-reaching,"adj.影响深远的"
farce,"n.闹剧,滑稽剧"
faze,"v.打扰"
feisty,"adj.精力充沛的,好斗的"
felony,"n.重罪"
ferocious,"adj.凶猛的,残忍的"
fervid,"adj.热烈的,热情的"
fiasco,"n.惨败"
filibuster,"n.阻挠行动"
finale,"n.结局"
fitful,"adj.断断续续的"
fitting,"adj.适合的,恰当的 n.试衣,配件,附件"
fixate,"v.使固定,注视"
flask,"n.烧瓶"
fledgling,"n.刚会飞的小鸟,无经验的人"
fluffy,"adj.毛茸茸的,松软的"
foolproof,"adj.不会弄错的,万无一失的"
fretful,"adj.烦躁的"
friable,"adj.易碎的"
frosty,"adj.结霜的,寒冷的,冷淡的"
frothy,"adj.浅薄的,空洞的,多泡的"
fugitive,"adj.逃亡的"
fulminate,"v.强烈批评"
fumble,"v.笨拙地做"
fussy,"adj.挑剔的,易烦恼的"
gaffe,"n.失礼,失态"
gait,"n.步态"
gallant,"adj.英勇的,献殷勤的"
gaudy,"adj.花哨的"
gawky,"adj.笨拙的"
gibbon,"n.长臂猿"
gibe,"v.嘲笑"
glaze,"v.装玻璃,上釉于 n.釉料,釉"
glisten,"v.闪耀"
glossy,"adj.有光泽的"
glum,"adj.忧郁的"
glutinous,"adj.粘性的"
gourmand,"n.贪吃的人,贪食者"
gratuitous,"adj.无偿的,免费的,无理由的,无缘无故的"
grueling,"adj.使人疲劳的,折磨人的"
guardian,"n.守护人,保护人"
halo,"n.光环"
hangdog,"adj.悲伤的,沮丧的"
hearken,"v.留心听,给与关注"
heartrending,"adj.使人悲痛的,令人心碎的"
hedonism,"n.享乐主义"
herald,"v.预告,预示 n.预兆"
hideous,"adj.丑陋的,丑恶的,令人厌恶的"
hoary,"adj.灰白的,古老陈旧的"
homeostasis,"n.体内平衡"
horrific,"adj.及其可怕的"
hue,"n.颜色,色调"
hurtle,"v.猛冲"
hymn,"n.歌颂,赞美"
hypercritical,"adj.吹毛求疵的"
hypocrite,"n.伪君子,伪善者"
ideologue,"n.盲目拥护某种观念的人"
idolatrize,"v.盲目崇拜,奉为偶像"
illuminati,"n.智者"
imbibe,"v.饮酒,吸收,接受(想法或观点)"
imbroglio,"n.错综复杂的局面"
immaculate,"adj.洁净的,完美的,无瑕疵的"
immanent,"adj.内在的,固有的,无所不在的"
immolate,"v.牺牲"
impenitent,"adj.不后悔的,顽固的"
imperishable,"adj.不朽的,永存的"
implore,"v.恳求"
inane,"adj.空洞的,愚蠢的"
incandescent,"adj.白炽的,热烈的"
incarnate,"v.体现"
increment,"n.增加,增量"
incursion,"n.侵入"
indemnify,"v.补偿,赔偿"
indurate,"adj.变硬的,固执的,冷酷无情的 v.使变硬"
infatuate,"v.使迷恋"
infelicitous,"adj.不幸的,不适当的"
inferno,"n.地狱,大火"
infest,"v.大量滋生"
infraction,"n.违法"
iniquity,"n.不公平,邪恶"
injunction,"n.训诫,命令"
innermost,"adj.最里面的"
inroad,"n.进展"
insomnia,"n.失眠"
instate,"v.任命"
insurgent,"adj.叛乱的"
interlope,"v.侵犯,干涉"
interweave,"v.交织,混合"
intestine,"n.肠"
intrasexual,"adj.同性间的"
inundate,"v.淹没,泛滥"
inveigh,"v.痛斥,抨击"
inveigle,"v.引诱,诱骗"
inventory,"n.清单,总结"
ionic,"adj.离子的"
irresistible,"adj.无法抵抗的,不可抗拒的"
islet,"n.小岛"
isogenic,"adj.同基因的"
jealous,"adj.嫉妒的"
jingoist,"n.侵略主义者,沙文主义者"
jocular,"adj.滑稽幽默的,诙谐的"
jocund,"adj.欢乐的"
juggernaut,"n.不可抗拒的强大力量"
kaleidoscope,"n.千变万化"
labile,"adj.易变的,不稳定的"
lacerate,"v.伤害,使痛苦"
lachrymose,"adj.引人落泪的,悲伤的"
lave,"v.洗"
lavish,"adj.奢侈浪费的,丰富的"
lenient,"adj.仁慈的,宽大的"
ligament,"n.韧带"
lipid,"n.油脂,脂类"
lissome,"adj.柔软的,敏捷的,轻盈的"
listless,"adj.无精打采的,倦怠的"
litigate,"v.提出诉讼"
lode,"n.矿脉"
lousy,"adj.恶劣的,讨厌的"
lubricate,"v.使润滑,使顺畅"
luminary,"n.杰出人物,泰斗"
lush,"adj.茂盛的,豪华的"
lynch,"v.用私刑处死"
macerate,"v.浸泡,浸软"
machination,"n.阴谋,诡计"
macho,"adj.大男子主义的"
maculate,"v.弄污,使有污点"
maladroit,"adj.笨拙的"
malfunction,"v.发生故障"
malinger,"v.(为逃避工作)装病"
manacle,"v.限制,束缚"
maneuver,"v.(巧妙或有策略地)操作"
mangle,"v.损坏,扭曲"
masquerade,"v.伪装,掩饰,欺骗"
maternal,"adj.母系的,母亲的"
matriculate,"v.被录取入学"
medley,"n.混杂物"
meet,"adj.合适的,适当的"
memorandum,"n.备忘录"
menace,"v.威胁,危及"
mendacious,"adj.虚伪的,说谎的,不真实的"
messy,"adj.混乱肮脏的"
microorganism,"n.微生物"
minatory,"adj.威胁的"
mingle,"v.使混合"
mint,"n.铸币,铸币场 adj.崭新的"
mirage,"n.幻想"
mischievous,"adj.恶意的"
misgiving,"n.担忧,疑虑"
mishap,"n.不幸,灾祸"
mollycoddle,"v.溺爱,纵容"
monger,"n.商人,贩子"
monologue,"n.独白"
mordant,"adj.尖刻的"
mortify,"v.使受辱,使窘迫"
muffle,"v.减弱,抑制"
mulish,"adj.顽固的,倔强的"
mumble,"v.含糊地说"
mummify,"v.将...做成木乃伊"
narcissism,"n.自恋"
nautical,"adj.航海的"
nefarious,"adj.恶毒的,邪恶的"
nitpick,"v.吹毛求疵"
no-nonsense,"adj.讲究实际的,实用有效的"
nonentity,"n.无足轻重的人"
novella,"n.中篇小说"
nudge,"v.轻轻推动,劝说,鼓动"
oath,"n.宣誓,誓言"
odium,"n.憎恶"
odorous,"adj.有气味的,难闻的"
off-key,"adj.不和谐的,不协调的"
off-putting,"adj.令人厌恶的,惹人不快的"
offbeat,"adj.不寻常的,非传统的"
olfactory,"adj.嗅觉的"
oligarchy,"n.寡头政治"
ominous,"adj.不祥的"
omit,"v.省略,删节,遗漏"
one-stop,"adj.一站式的"
open-ended,"adj.开放式的"
oracle,"n.神谕,神示"
oust,"v.驱逐,罢黜"
outcrop,"n.露天矿石"
outlier,"n.异常值"
outmaneuver,"v.(以计谋)胜过"
overclaim,"v.过分要求"
oxide,"n.氧化物"
pacific,"adj.安静祥和的,温和的"
pageant,"n.壮观的游行,盛典"
palatial,"adj.富丽堂皇的"
pallid,"adj.平淡的,乏味的,苍白的"
pan,"v.严厉批评"
panorama,"n.全景"
peerless,"adj.无与伦比的,无可匹敌的"
peeve,"v.惹恼"
penitent,"adj.忏悔的"
penury,"n.贫困,贫穷"
perambulate,"v.漫步,闲逛"
peregrinate,"v.(尤指徒步)旅行"
peremptory,"adj.专横的,傲慢的,不容反对的"
perfervid,"ad热烈的"
perfidy,"n.背信弃义,背叛,不忠"
perpendicular,"adj.直立的,垂直的"
persiflage,"n.嘲弄,讥讽,取笑"
perspicacious,"adj.有洞察力的,敏锐的"
phony,"adj.假的,欺骗的 n.假冒者 冒充者"
pittance,"n.微博,少量(报酬或工资)"
planktonic,"adj.浮游的,浮游生意的"
platinum,"n.白金,铂"
platitude,"n.陈腐,平凡,陈词滥调"
pliant,"adj.柔韧的,易受影响的"
plumb,"v.探究,探索 adj.垂直的"
plume,"n.羽状水柱,羽状烟柱"
pluralist,"adj.多元化的,多元主义的"
plutocracy,"n.富豪统治,财阀统治"
poisonous,"adj.有毒的,有害的,恶毒的,令人厌恶的"
politic,"adj.精明的,有策略的"
polygamy,"n.多配偶制,一夫多妻制"
positron,"n.正电子,阳电子"
postnatal,"adj.出生后的"
predestine,"v.预先注定"
preoccupy,"v.使全神贯注,使入神"
preposterous,"adj.荒谬的"
preservative,"adj.有保存力的,防护的 n.防腐剂,保护剂"
prevaricate,"v.闪烁其词,搪塞"
primordial,"adj.原始的,最初的"
procrastinate,"v.拖延,耽搁"
procure,"v.设法获得"
profane,"v.亵渎,玷污"
"profit monger","n.商人,唯利是图的人"
profuse,"adj.大量的,丰富的"
proliferate,"v.激增"
prop,"n.道具"
prosecute,"v.起诉,控告"
proselytize,"v.使改变宗教信仰"
prostrate,"v.使削弱,使平躺"
protrude,"v.伸出,突出"
provident,"adj.有远见的,节俭的"
providential,"adj.幸运的,凑巧的"
prowl,"v.潜行"
prude,"n.过分正经的人,拘守礼教的人"
pulverize,"v.摧毁,彻底破坏"
purvey,"v.提供,供应"
purview,"n.权限,范围"
quaff,"v.痛饮,狂饮"
quail,"v.胆怯,畏缩"
quaver,"v.颤抖,发颤音"
quiver,"v.颤抖"
quotient,"n.(数学词汇)商,程度,系数"
rakish,"adj.放荡的,潇洒的"
rambunctious,"adj.喧闹的,难以控制的"
rankle,"v.激起怨恨,使人发怒"
rapprochement,"n.重归于好,和解"
ravel,"v.解开,使纠缠,使迷惑"
ravenous,"adj.贪婪的,饥饿的"
ravish,"v.掠夺,使着迷"
rebut,"v.反驳,驳斥"
recluse,"n.隐居者,隐士"
recuperate,"v.恢复(健康),挽回,重新获得"
redoubtable,"adj.令人敬畏的,可怕的"
rehearsal,"n.排练,演习"
rein,"v.管束,控制"
remiss,"adj.疏忽的,不负责任的"
remit,"v.汇款"
remonstrate,"v.抗议,反对"
repatriate,"v.遣返"
repentant,"adj.后悔的,悔改的"
repine,"v.抱怨,不满"
repose,"n.休息"
reprove,"v.责备,斥责"
repulsive,"adj.排斥的,令人厌恶的"
requite,"v.回报,报复,复仇"
resplendent,"adj.华丽的,灿烂的"
retentive,"adj.有保持力的,记忆力强的"
retrench,"v.缩减开支,消减费用"
retribution,"n.报应,惩罚"
rile,"v.激怒,使恼怒"
riot,"n.暴乱,骚乱,丰富多彩,品种繁多"
rubicund,"adj.红润的,健康的"
rumple,"v.弄皱,弄乱"
rustic,"adj.乡村的"
rustle,"v.沙沙作响,急忙,忙碌"
salutation,"n.招呼,致意"
sanitary,"adj.健康的,卫生的"
saturnine,"adj.阴郁的,乖戾的"
saunter,"v.闲逛"
sceptre,"n.权杖,王权"
seclude,"v.隔离"
sedate,"adj.镇静的,从容淡定的"
self-aggrandizing,"adj.自我夸大的"
self-defeating,"adj.事与愿违的,适得其反的"
self-perpetuating,"adj.自我维持的,永存的"
self-righteous,"adj.自以为是的,以正人君子自居的"
self-seeking,"adj.只顾自己的,追逐私利的"
septic,"adj.感染的,化脓腐败的"
serpentine,"adj.蜿蜒的,弯弯曲曲的"
servile,"adj.逢迎的,恭顺的"
shabby,"adj.破败的,破旧的"
shear,"v.剪断,剪除"
shiftless,"adj.懒惰的,没有志气的"
shipwreck,"n.沉船,失事船只 v.使(船)出事"
shopworn,"adj.陈旧的"
short-lived,"adj.短暂的"
showy,"adj.花哨的,显眼的,引人注目的"
shroud,"v.遮盖,掩盖 n.遮盖物"
singsong,"adj.有节奏的,有韵律的"
sinuous,"adj.蜿蜒的,弯弯曲曲的"
skimp,"v.节省"
skirmish,"n.小冲突,小争执"
skit,"n.滑稽短剧"
slander,"v.诽谤,诋毁"
slipshod,"adj.马虎的,草率的"
sloppy,"adj.马虎的,敷衍的"
slovenly,"adj.邋遢的,不修边幅的,马虎的,吊儿郎当的"
smelt,"v.熔炼"
snare,"n.陷阱,圈套"
snobbish,"adj.势利的"
solute,"n.溶解物"
sonar,"n.声呐"
sorority,"n.女生联谊会"
spawn,"v.产卵,导致,引起"
spendthrift,"adj.挥霍的,浪费的"
spherule,"n.小球体"
spine,"n.脊柱"
splice,"n.相接处,接头"
squalid,"adj.肮脏的,污秽的,卑劣的,丑恶的"
stalk,"n.茎"
stamina,"n.耐力,精力"
starvation,"n.饥饿,饿死"
stench,"n.恶臭"
stickler,"n.坚持...的人"
stiff,"adj.僵硬的,不灵活的,艰苦费力的"
stomach,"v.忍耐,忍受"
stout,"adj.肥胖的,结实的,顽强的,勇敢的"
straggle,"v.无序移动,蔓延"
stray,"v.漫步"
strut,"n.支撑,趾高气扬的步态"
stygian,"adj.阴森的,幽暗的"
sublime,"adj.崇高的,卓越的"
subliminal,"adj.潜意识的"
suffuse,"v.布满,遍布"
sulfide,"n.硫化物"
summon,"v.召集,召唤"
sunder,"v.分开,分离"
supine,"adj.懒散的,消极的,漠不关心的"
supplicate,"v.祈求,恳求"
surrogate,"n.代替,代理"
suture,"n.缝合处"
swindle,"v.诈骗,骗取"
sybarite,"n.贪图享乐的人"
synchronous,"adj.同步的,同时的"
synergic,"adj.协同的,合作的"
tableland,"n.高原,台地"
tactile,"adj.有触觉的,可感知的"
tangy,"adj.味道强烈的"
tardy,"adj.迟缓的,拖沓的"
teetotalism,"n.禁酒"
tendon,"n.肌腱"
terror,"n.惊恐,恐慌"
testify,"v.证明,证实"
testing,"adj.(问题或局面)难对付的,考验人的"
testy,"adj.急躁的,易怒的"
tether,"v.拴住,限制 n.限度,极限"
threadbare,"adj.陈旧乏味的,老套的"
toady,"n.马屁精"
topsy-turvy,"adj.混乱的"
torture,"n.折磨"
towering,"adj.卓越的,杰出的"
trammel,"v.阻碍,束缚"
transfigure,"v.美化"
translucent,"adj.半透明的"
trespass,"v.非法侵入,违反,冒犯"
truism,"n.自明之理,陈词滥调"
turbid,"adj.浑浊的"
tweak,"v.微调,稍稍改进"
tycoon,"n.巨头,大亨"
typo,"n.打印错误"
ulterior,"adj.另外的,别有用心的"
underline,"v.强调"
underpin,"v.巩固,支持"
unilateral,"adj.单方面的"
unravel,"v.解开,揭示"
untether,"v.释放,解脱"
urine,"n.尿"
venial,"adj.(罪过或错误等)轻微的,可原谅的"
verdant,"adj.郁郁葱葱的,长满翠绿植物的"
verve,"n.热情,活力"
vicissitude,"n.变迁,兴衰"
vie,"v.竞争,争夺"
vile,"adj.卑鄙的,邪恶的"
villainous,"adj.邪恶的,令人憎恶的"
viscid,"adj.粘性的"
volition,"n.决断力,自行决定"
voluptuous,"adj.骄奢淫逸的"
vouch,"v.保证,担保"
voyeur,"n.窥探隐私者,窥探者"
waive,"v.放弃"
wan,"adj.苍白的,病态的"
wax,"v.增多,加强,月盈,增大 n.蜡"
waylay,"v.伏击,拦截"
weighty,"adj.重要的,事关重大的"
wheedle,"v.哄骗,诱骗"
wily,"adj.诡计多端的,狡猾的"
wince,"v.畏缩"
windy,"adj.话多的,冗长的,多风的,风大的"
winsome,"adj.迷人的,有魅力的"
yen,"n.渴望,欲望"
zest,"n.热情,兴致"
zinc,"n.锌"
bewilderment,"n.困惑"
contankerous,"adj.脾气不好的"
cooperative,"adj.协同的"
correspondence,"n.通信"
crabby,"adj.爱发牢骚的"
efficient,"adj.高效的"
encore,"n.加演节目"
euphoric,"adj.心情愉悦的"
fanfare,"n.炫耀"
frolicsome,"adj.嬉闹的"
intricacy,"n.复杂的事情"
legitimate,"adj.合法的"
missive,"n.信件"
principle,"n.原则"
prohibition,"n.禁止"
salvo,"n.书面或口头攻击"
shatter,"v.击碎"
stimulation,"n.刺激"
strain,"v.尽量用力"
swamp,"n.沼泽地"
synergistic,"adj.协同作用的"
trove,"n.珍藏物"
commendation,"n.称赞"
consultation,"n.咨询"
active,"adj.活跃的"
flat,"adj.平坦的"
projection,"n.投影"
simplification,"n.简化"
distortion,"n.扭曲"
clarification,"n.净化"
warping,"n.扭曲"
publicize,"v.宣传"
unvaried,"adj.不变的"
insensitive,"adj.麻木的,漠不关心的"
